"TIME","GEO","CITIZEN","AGE","SEX","Value"
"2012","Luxembourg","Bangladesh","Total","Total",":"
"2012","Luxembourg","Iran","Total","Total",":"
"2012","Luxembourg","Pakistan","Total","Total",":"
"2012","Luxembourg","Armenia","Total","Total",":"
"2012","Luxembourg","Georgia","Total","Total",":"
"2012","Luxembourg","Iraq","Total","Total",":"
"2012","Luxembourg","Syria","Total","Total",":"
"2012","Hungary","Reporting country","Total","Total","9,788,564"
"2012","Hungary","Former Yugoslav Republic of Macedonia, the","Total","Total","126"
"2012","Hungary","Turkey","Total","Total","1,657"
"2012","Hungary","Serbia","Total","Total","8,281"
"2012","Hungary","Russia","Total","Total","2,864"
"2012","Hungary","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Hungary","Eritrea","Total","Total","10"
"2012","Hungary","Somalia","Total","Total","408"
"2012","Hungary","Congo","Total","Total","37"
"2012","Hungary","Guinea","Total","Total","12"
"2012","Hungary","Nigeria","Total","Total","988"
"2012","Hungary","China (including Hong Kong)","Total","Total","10,114"
"2012","Hungary","Afghanistan","Total","Total","803"
"2012","Hungary","Bangladesh","Total","Total","35"
"2012","Hungary","Iran","Total","Total","1,728"
"2012","Hungary","Pakistan","Total","Total","159"
"2012","Hungary","Armenia","Total","Total","149"
"2012","Hungary","Georgia","Total","Total","195"
"2012","Hungary","Iraq","Total","Total","544"
"2012","Hungary","Syria","Total","Total","626"
"2012","Malta","Reporting country","Total","Total","397,244"
"2012","Malta","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2012","Malta","Turkey","Total","Total",":"
"2012","Malta","Serbia","Total","Total",":"
"2012","Malta","Russia","Total","Total",":"
"2012","Malta","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2012","Malta","Eritrea","Total","Total",":"
"2012","Malta","Somalia","Total","Total",":"
"2012","Malta","Congo","Total","Total",":"
"2012","Malta","Guinea","Total","Total",":"
"2012","Malta","Nigeria","Total","Total",":"
"2012","Malta","China (including Hong Kong)","Total","Total",":"
"2012","Malta","Afghanistan","Total","Total",":"
"2012","Malta","Bangladesh","Total","Total",":"
"2012","Malta","Iran","Total","Total",":"
"2012","Malta","Pakistan","Total","Total",":"
"2012","Malta","Armenia","Total","Total",":"
"2012","Malta","Georgia","Total","Total",":"
"2012","Malta","Iraq","Total","Total",":"
"2012","Malta","Syria","Total","Total",":"
"2012","Netherlands","Reporting country","Total","Total","15,944,291"
"2012","Netherlands","Former Yugoslav Republic of Macedonia, the","Total","Total","843"
"2012","Netherlands","Turkey","Total","Total","84,830"
"2012","Netherlands","Serbia","Total","Total","141"
"2012","Netherlands","Russia","Total","Total","5,609"
"2012","Netherlands","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Netherlands","Eritrea","Total","Total","309"
"2012","Netherlands","Somalia","Total","Total","823"
"2012","Netherlands","Congo","Total","Total","477"
"2012","Netherlands","Guinea","Total","Total","343"
"2012","Netherlands","Nigeria","Total","Total","3,227"
"2012","Netherlands","China (including Hong Kong)","Total","Total","23,900"
"2012","Netherlands","Afghanistan","Total","Total","3,399"
"2012","Netherlands","Bangladesh","Total","Total","506"
"2012","Netherlands","Iran","Total","Total","3,969"
"2012","Netherlands","Pakistan","Total","Total","3,080"
"2012","Netherlands","Armenia","Total","Total","779"
"2012","Netherlands","Georgia","Total","Total","512"
"2012","Netherlands","Iraq","Total","Total","5,530"
"2012","Netherlands","Syria","Total","Total","641"
"2012","Austria","Reporting country","Total","Total","7,459,699"
"2012","Austria","Former Yugoslav Republic of Macedonia, the","Total","Total","19,214"
"2012","Austria","Turkey","Total","Total","113,060"
"2012","Austria","Serbia","Total","Total","111,642"
"2012","Austria","Russia","Total","Total","25,399"
"2012","Austria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Austria","Eritrea","Total","Total","83"
"2012","Austria","Somalia","Total","Total","1,568"
"2012","Austria","Congo","Total","Total","304"
"2012","Austria","Guinea","Total","Total","250"
"2012","Austria","Nigeria","Total","Total","5,553"
"2012","Austria","China (including Hong Kong)","Total","Total","9,593"
"2012","Austria","Afghanistan","Total","Total","9,219"
"2012","Austria","Bangladesh","Total","Total","1,616"
"2012","Austria","Iran","Total","Total","5,855"
"2012","Austria","Pakistan","Total","Total","3,145"
"2012","Austria","Armenia","Total","Total","2,722"
"2012","Austria","Georgia","Total","Total","2,473"
"2012","Austria","Iraq","Total","Total","2,703"
"2012","Austria","Syria","Total","Total","1,913"
"2012","Poland","Reporting country","Total","Total","38,472,199"
"2012","Poland","Former Yugoslav Republic of Macedonia, the","Total","Total","53"
"2012","Poland","Turkey","Total","Total","639"
"2012","Poland","Serbia","Total","Total","248"
"2012","Poland","Russia","Total","Total","4,204"
"2012","Poland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Poland","Eritrea","Total","Total","0"
"2012","Poland","Somalia","Total","Total","11"
"2012","Poland","Congo","Total","Total","16"
"2012","Poland","Guinea","Total","Total","19"
"2012","Poland","Nigeria","Total","Total","177"
"2012","Poland","China (including Hong Kong)","Total","Total","1,000"
"2012","Poland","Afghanistan","Total","Total","136"
"2012","Poland","Bangladesh","Total","Total","38"
"2012","Poland","Iran","Total","Total","42"
"2012","Poland","Pakistan","Total","Total","168"
"2012","Poland","Armenia","Total","Total","1,777"
"2012","Poland","Georgia","Total","Total","155"
"2012","Poland","Iraq","Total","Total","218"
"2012","Poland","Syria","Total","Total","166"
"2012","Portugal","Reporting country","Total","Total","10,105,576"
"2012","Portugal","Former Yugoslav Republic of Macedonia, the","Total","Total","12"
"2012","Portugal","Turkey","Total","Total","440"
"2012","Portugal","Serbia","Total","Total","186"
"2012","Portugal","Russia","Total","Total","4,878"
"2012","Portugal","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2012","Portugal","Eritrea","Total","Total","5"
"2012","Portugal","Somalia","Total","Total","1"
"2012","Portugal","Congo","Total","Total","93"
"2012","Portugal","Guinea","Total","Total","1,549"
"2012","Portugal","Nigeria","Total","Total","325"
"2012","Portugal","China (including Hong Kong)","Total","Total","16,795"
"2012","Portugal","Afghanistan","Total","Total","5"
"2012","Portugal","Bangladesh","Total","Total","1,149"
"2012","Portugal","Iran","Total","Total","339"
"2012","Portugal","Pakistan","Total","Total","2,474"
"2012","Portugal","Armenia","Total","Total","88"
"2012","Portugal","Georgia","Total","Total","1,040"
"2012","Portugal","Iraq","Total","Total","44"
"2012","Portugal","Syria","Total","Total","24"
"2012","Romania","Reporting country","Total","Total","21,319,018"
"2012","Romania","Former Yugoslav Republic of Macedonia, the","Total","Total","142"
"2012","Romania","Turkey","Total","Total","3,179"
"2012","Romania","Serbia","Total","Total","417"
"2012","Romania","Russia","Total","Total","233"
"2012","Romania","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Romania","Eritrea","Total","Total","0"
"2012","Romania","Somalia","Total","Total","1"
"2012","Romania","Congo","Total","Total","6"
"2012","Romania","Guinea","Total","Total","0"
"2012","Romania","Nigeria","Total","Total","4"
"2012","Romania","China (including Hong Kong)","Total","Total","3,105"
"2012","Romania","Afghanistan","Total","Total","8"
"2012","Romania","Bangladesh","Total","Total","12"
"2012","Romania","Iran","Total","Total","907"
"2012","Romania","Pakistan","Total","Total","40"
"2012","Romania","Armenia","Total","Total","12"
"2012","Romania","Georgia","Total","Total","5"
"2012","Romania","Iraq","Total","Total","1,058"
"2012","Romania","Syria","Total","Total","1,630"
"2012","Slovenia","Reporting country","Total","Total","1,969,941"
"2012","Slovenia","Former Yugoslav Republic of Macedonia, the","Total","Total","9,079"
"2012","Slovenia","Turkey","Total","Total","87"
"2012","Slovenia","Serbia","Total","Total","7,317"
"2012","Slovenia","Russia","Total","Total","675"
"2012","Slovenia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Slovenia","Eritrea","Total","Total","1"
"2012","Slovenia","Somalia","Total","Total","11"
"2012","Slovenia","Congo","Total","Total","4"
"2012","Slovenia","Guinea","Total","Total","1"
"2012","Slovenia","Nigeria","Total","Total","31"
"2012","Slovenia","China (including Hong Kong)","Total","Total","888"
"2012","Slovenia","Afghanistan","Total","Total","4"
"2012","Slovenia","Bangladesh","Total","Total","0"
"2012","Slovenia","Iran","Total","Total","33"
"2012","Slovenia","Pakistan","Total","Total","8"
"2012","Slovenia","Armenia","Total","Total","4"
"2012","Slovenia","Georgia","Total","Total","6"
"2012","Slovenia","Iraq","Total","Total","7"
"2012","Slovenia","Syria","Total","Total","12"
"2012","Slovakia","Reporting country","Total","Total","4,980,227"
"2012","Slovakia","Former Yugoslav Republic of Macedonia, the","Total","Total","392"
"2012","Slovakia","Turkey","Total","Total","205"
"2012","Slovakia","Serbia","Total","Total","665"
"2012","Slovakia","Russia","Total","Total","1,803"
"2012","Slovakia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Slovakia","Eritrea","Total","Total","0"
"2012","Slovakia","Somalia","Total","Total","3"
"2012","Slovakia","Congo","Total","Total","8"
"2012","Slovakia","Guinea","Total","Total","2"
"2012","Slovakia","Nigeria","Total","Total","104"
"2012","Slovakia","China (including Hong Kong)","Total","Total","792"
"2012","Slovakia","Afghanistan","Total","Total","55"
"2012","Slovakia","Bangladesh","Total","Total","13"
"2012","Slovakia","Iran","Total","Total","59"
"2012","Slovakia","Pakistan","Total","Total","54"
"2012","Slovakia","Armenia","Total","Total","64"
"2012","Slovakia","Georgia","Total","Total","25"
"2012","Slovakia","Iraq","Total","Total","20"
"2012","Slovakia","Syria","Total","Total","66"
"2012","Finland","Reporting country","Total","Total","5,218,134"
"2012","Finland","Former Yugoslav Republic of Macedonia, the","Total","Total","218"
"2012","Finland","Turkey","Total","Total","4,159"
"2012","Finland","Serbia","Total","Total","901"
"2012","Finland","Russia","Total","Total","29,585"
"2012","Finland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Finland","Eritrea","Total","Total","111"
"2012","Finland","Somalia","Total","Total","7,421"
"2012","Finland","Congo","Total","Total","93"
"2012","Finland","Guinea","Total","Total","48"
"2012","Finland","Nigeria","Total","Total","1,561"
"2012","Finland","China (including Hong Kong)","Total","Total","6,159"
"2012","Finland","Afghanistan","Total","Total","2,846"
"2012","Finland","Bangladesh","Total","Total","1,298"
"2012","Finland","Iran","Total","Total","2,710"
"2012","Finland","Pakistan","Total","Total","1,257"
"2012","Finland","Armenia","Total","Total","98"
"2012","Finland","Georgia","Total","Total","79"
"2012","Finland","Iraq","Total","Total","5,742"
"2012","Finland","Syria","Total","Total","193"
"2012","Sweden","Reporting country","Total","Total","8,827,755"
"2012","Sweden","Former Yugoslav Republic of Macedonia, the","Total","Total","1,683"
"2012","Sweden","Turkey","Total","Total","12,352"
"2012","Sweden","Serbia","Total","Total","6,127"
"2012","Sweden","Russia","Total","Total","7,559"
"2012","Sweden","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2012","Sweden","Eritrea","Total","Total","8,365"
"2012","Sweden","Somalia","Total","Total","33,003"
"2012","Sweden","Congo","Total","Total","411"
"2012","Sweden","Guinea","Total","Total","228"
"2012","Sweden","Nigeria","Total","Total","2,415"
"2012","Sweden","China (including Hong Kong)","Total","Total","15,494"
"2012","Sweden","Afghanistan","Total","Total","12,710"
"2012","Sweden","Bangladesh","Total","Total","3,407"
"2012","Sweden","Iran","Total","Total","14,301"
"2012","Sweden","Pakistan","Total","Total","7,119"
"2012","Sweden","Armenia","Total","Total","1,210"
"2012","Sweden","Georgia","Total","Total","598"
"2012","Sweden","Iraq","Total","Total","55,846"
"2012","Sweden","Syria","Total","Total","4,961"
"2012","United Kingdom","Reporting country","Total","Total","58,162,534"
"2012","United Kingdom","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2012","United Kingdom","Turkey","Total","Total",":"
"2012","United Kingdom","Serbia","Total","Total",":"
"2012","United Kingdom","Russia","Total","Total",":"
"2012","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2012","United Kingdom","Eritrea","Total","Total",":"
"2012","United Kingdom","Somalia","Total","Total",":"
"2012","United Kingdom","Congo","Total","Total",":"
"2012","United Kingdom","Guinea","Total","Total",":"
"2012","United Kingdom","Nigeria","Total","Total","107,515"
"2012","United Kingdom","China (including Hong Kong)","Total","Total","123,130"
"2012","United Kingdom","Afghanistan","Total","Total",":"
"2012","United Kingdom","Bangladesh","Total","Total","77,468"
"2012","United Kingdom","Iran","Total","Total",":"
"2012","United Kingdom","Pakistan","Total","Total","175,826"
"2012","United Kingdom","Armenia","Total","Total",":"
"2012","United Kingdom","Georgia","Total","Total",":"
"2012","United Kingdom","Iraq","Total","Total",":"
"2012","United Kingdom","Syria","Total","Total",":"
"2012","Iceland","Reporting country","Total","Total","298,618"
"2012","Iceland","Former Yugoslav Republic of Macedonia, the","Total","Total","19"
"2012","Iceland","Turkey","Total","Total","26"
"2012","Iceland","Serbia","Total","Total","96"
"2012","Iceland","Russia","Total","Total","166"
"2012","Iceland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Iceland","Eritrea","Total","Total","3"
"2012","Iceland","Somalia","Total","Total","0"
"2012","Iceland","Congo","Total","Total","0"
"2012","Iceland","Guinea","Total","Total","7"
"2012","Iceland","Nigeria","Total","Total","31"
"2012","Iceland","China (including Hong Kong)","Total","Total","210"
"2012","Iceland","Afghanistan","Total","Total","5"
"2012","Iceland","Bangladesh","Total","Total","3"
"2012","Iceland","Iran","Total","Total","24"
"2012","Iceland","Pakistan","Total","Total","12"
"2012","Iceland","Armenia","Total","Total","0"
"2012","Iceland","Georgia","Total","Total","2"
"2012","Iceland","Iraq","Total","Total","7"
"2012","Iceland","Syria","Total","Total","4"
"2012","Norway","Reporting country","Total","Total","4,570,426"
"2012","Norway","Former Yugoslav Republic of Macedonia, the","Total","Total","600"
"2012","Norway","Turkey","Total","Total","3,465"
"2012","Norway","Serbia","Total","Total","2,646"
"2012","Norway","Russia","Total","Total","10,873"
"2012","Norway","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Norway","Eritrea","Total","Total","7,632"
"2012","Norway","Somalia","Total","Total","11,356"
"2012","Norway","Congo","Total","Total","213"
"2012","Norway","Guinea","Total","Total","99"
"2012","Norway","Nigeria","Total","Total","873"
"2012","Norway","China (including Hong Kong)","Total","Total","4,331"
"2012","Norway","Afghanistan","Total","Total","7,778"
"2012","Norway","Bangladesh","Total","Total","407"
"2012","Norway","Iran","Total","Total","3,502"
"2012","Norway","Pakistan","Total","Total","5,442"
"2012","Norway","Armenia","Total","Total","108"
"2012","Norway","Georgia","Total","Total","121"
"2012","Norway","Iraq","Total","Total","10,444"
"2012","Norway","Syria","Total","Total","447"
"2012","Switzerland","Reporting country","Total","Total","6,138,668"
"2012","Switzerland","Former Yugoslav Republic of Macedonia, the","Total","Total","60,741"
"2012","Switzerland","Turkey","Total","Total","71,367"
"2012","Switzerland","Serbia","Total","Total","109,254"
"2012","Switzerland","Russia","Total","Total","12,724"
"2012","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2012","Switzerland","Eritrea","Total","Total","10,436"
"2012","Switzerland","Somalia","Total","Total","5,811"
"2012","Switzerland","Congo","Total","Total","714"
"2012","Switzerland","Guinea","Total","Total","801"
"2012","Switzerland","Nigeria","Total","Total","2,248"
"2012","Switzerland","China (including Hong Kong)","Total","Total","11,337"
"2012","Switzerland","Afghanistan","Total","Total","4,044"
"2012","Switzerland","Bangladesh","Total","Total","1,499"
"2012","Switzerland","Iran","Total","Total","4,256"
"2012","Switzerland","Pakistan","Total","Total","2,841"
"2012","Switzerland","Armenia","Total","Total","607"
"2012","Switzerland","Georgia","Total","Total","520"
"2012","Switzerland","Iraq","Total","Total","7,466"
"2012","Switzerland","Syria","Total","Total","2,496"
"2013","Belgium","Reporting country","Total","Total","9,904,432"
"2013","Belgium","Former Yugoslav Republic of Macedonia, the","Total","Total","6,898"
"2013","Belgium","Turkey","Total","Total","39,228"
"2013","Belgium","Serbia","Total","Total","6,937"
"2013","Belgium","Russia","Total","Total","19,008"
"2013","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Belgium","Eritrea","Total","Total","327"
"2013","Belgium","Somalia","Total","Total","2,029"
"2013","Belgium","Congo","Total","Total","757"
"2013","Belgium","Guinea","Total","Total","11,021"
"2013","Belgium","Nigeria","Total","Total","3,696"
"2013","Belgium","China (including Hong Kong)","Total","Total","10,995"
"2013","Belgium","Afghanistan","Total","Total","9,552"
"2013","Belgium","Bangladesh","Total","Total","2,110"
"2013","Belgium","Iran","Total","Total","5,580"
"2013","Belgium","Pakistan","Total","Total","6,655"
"2013","Belgium","Armenia","Total","Total","9,368"
"2013","Belgium","Georgia","Total","Total","3,387"
"2013","Belgium","Iraq","Total","Total","8,459"
"2013","Belgium","Syria","Total","Total","3,956"
"2013","Bulgaria","Reporting country","Total","Total","7,239,255"
"2013","Bulgaria","Former Yugoslav Republic of Macedonia, the","Total","Total","1,111"
"2013","Bulgaria","Turkey","Total","Total","4,263"
"2013","Bulgaria","Serbia","Total","Total","645"
"2013","Bulgaria","Russia","Total","Total","12,799"
"2013","Bulgaria","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Bulgaria","Eritrea","Total","Total","0"
"2013","Bulgaria","Somalia","Total","Total","10"
"2013","Bulgaria","Congo","Total","Total","5"
"2013","Bulgaria","Guinea","Total","Total","5"
"2013","Bulgaria","Nigeria","Total","Total","62"
"2013","Bulgaria","China (including Hong Kong)","Total","Total","804"
"2013","Bulgaria","Afghanistan","Total","Total","197"
"2013","Bulgaria","Bangladesh","Total","Total","52"
"2013","Bulgaria","Iran","Total","Total","189"
"2013","Bulgaria","Pakistan","Total","Total","66"
"2013","Bulgaria","Armenia","Total","Total","1,108"
"2013","Bulgaria","Georgia","Total","Total","133"
"2013","Bulgaria","Iraq","Total","Total","654"
"2013","Bulgaria","Syria","Total","Total","792"
"2013","Czech Republic","Reporting country","Total","Total","10,093,814"
"2013","Czech Republic","Former Yugoslav Republic of Macedonia, the","Total","Total","1,733"
"2013","Czech Republic","Turkey","Total","Total","1,054"
"2013","Czech Republic","Serbia","Total","Total","2,253"
"2013","Czech Republic","Russia","Total","Total","29,958"
"2013","Czech Republic","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Czech Republic","Eritrea","Total","Total","15"
"2013","Czech Republic","Somalia","Total","Total","35"
"2013","Czech Republic","Congo","Total","Total","51"
"2013","Czech Republic","Guinea","Total","Total","69"
"2013","Czech Republic","Nigeria","Total","Total","574"
"2013","Czech Republic","China (including Hong Kong)","Total","Total","5,333"
"2013","Czech Republic","Afghanistan","Total","Total","353"
"2013","Czech Republic","Bangladesh","Total","Total","114"
"2013","Czech Republic","Iran","Total","Total","309"
"2013","Czech Republic","Pakistan","Total","Total","485"
"2013","Czech Republic","Armenia","Total","Total","1,876"
"2013","Czech Republic","Georgia","Total","Total","697"
"2013","Czech Republic","Iraq","Total","Total","417"
"2013","Czech Republic","Syria","Total","Total","599"
"2013","Denmark","Reporting country","Total","Total","5,227,923"
"2013","Denmark","Former Yugoslav Republic of Macedonia, the","Total","Total","2,653"
"2013","Denmark","Turkey","Total","Total","28,755"
"2013","Denmark","Serbia","Total","Total","788"
"2013","Denmark","Russia","Total","Total","4,333"
"2013","Denmark","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Denmark","Eritrea","Total","Total","239"
"2013","Denmark","Somalia","Total","Total","8,201"
"2013","Denmark","Congo","Total","Total","814"
"2013","Denmark","Guinea","Total","Total","61"
"2013","Denmark","Nigeria","Total","Total","1,006"
"2013","Denmark","China (including Hong Kong)","Total","Total","7,781"
"2013","Denmark","Afghanistan","Total","Total","9,779"
"2013","Denmark","Bangladesh","Total","Total","802"
"2013","Denmark","Iran","Total","Total","5,546"
"2013","Denmark","Pakistan","Total","Total","8,556"
"2013","Denmark","Armenia","Total","Total","350"
"2013","Denmark","Georgia","Total","Total","135"
"2013","Denmark","Iraq","Total","Total","15,160"
"2013","Denmark","Syria","Total","Total","2,739"
"2013","Germany (until 1990 former territory of the FRG)","Reporting country","Total","Total","74,324,165"
"2013","Germany (until 1990 former territory of the FRG)","Former Yugoslav Republic of Macedonia, the","Total","Total","77,200"
"2013","Germany (until 1990 former territory of the FRG)","Turkey","Total","Total","1,663,936"
"2013","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","216,628"
"2013","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","216,583"
"2013","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","8,597"
"2013","Germany (until 1990 former territory of the FRG)","Somalia","Total","Total","8,236"
"2013","Germany (until 1990 former territory of the FRG)","Congo","Total","Total","1,684"
"2013","Germany (until 1990 former territory of the FRG)","Guinea","Total","Total","4,479"
"2013","Germany (until 1990 former territory of the FRG)","Nigeria","Total","Total","22,689"
"2013","Germany (until 1990 former territory of the FRG)","China (including Hong Kong)","Total","Total","100,354"
"2013","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","67,197"
"2013","Germany (until 1990 former territory of the FRG)","Bangladesh","Total","Total","6,712"
"2013","Germany (until 1990 former territory of the FRG)","Iran","Total","Total","61,612"
"2013","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","38,028"
"2013","Germany (until 1990 former territory of the FRG)","Armenia","Total","Total","12,920"
"2013","Germany (until 1990 former territory of the FRG)","Georgia","Total","Total","16,136"
"2013","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","91,342"
"2013","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","43,994"
"2013","Estonia","Reporting country","Total","Total","1,121,789"
"2013","Estonia","Former Yugoslav Republic of Macedonia, the","Total","Total","1"
"2013","Estonia","Turkey","Total","Total","105"
"2013","Estonia","Serbia","Total","Total","10"
"2013","Estonia","Russia","Total","Total","90,897"
"2013","Estonia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Estonia","Eritrea","Total","Total","0"
"2013","Estonia","Somalia","Total","Total","2"
"2013","Estonia","Congo","Total","Total","1"
"2013","Estonia","Guinea","Total","Total","1"
"2013","Estonia","Nigeria","Total","Total","22"
"2013","Estonia","China (including Hong Kong)","Total","Total","136"
"2013","Estonia","Afghanistan","Total","Total","13"
"2013","Estonia","Bangladesh","Total","Total","12"
"2013","Estonia","Iran","Total","Total","15"
"2013","Estonia","Pakistan","Total","Total","39"
"2013","Estonia","Armenia","Total","Total","187"
"2013","Estonia","Georgia","Total","Total","196"
"2013","Estonia","Iraq","Total","Total","8"
"2013","Estonia","Syria","Total","Total","3"
"2013","Ireland","Reporting country","Total","Total","4,047,451"
"2013","Ireland","Former Yugoslav Republic of Macedonia, the","Total","Total","66"
"2013","Ireland","Turkey","Total","Total","1,030"
"2013","Ireland","Serbia","Total","Total","392"
"2013","Ireland","Russia","Total","Total","4,062"
"2013","Ireland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Ireland","Eritrea","Total","Total","143"
"2013","Ireland","Somalia","Total","Total","1,199"
"2013","Ireland","Congo","Total","Total","1,838"
"2013","Ireland","Guinea","Total","Total","133"
"2013","Ireland","Nigeria","Total","Total","18,552"
"2013","Ireland","China (including Hong Kong)","Total","Total","10,936"
"2013","Ireland","Afghanistan","Total","Total","440"
"2013","Ireland","Bangladesh","Total","Total","2,330"
"2013","Ireland","Iran","Total","Total","915"
"2013","Ireland","Pakistan","Total","Total","6,915"
"2013","Ireland","Armenia","Total","Total","169"
"2013","Ireland","Georgia","Total","Total","598"
"2013","Ireland","Iraq","Total","Total","1,122"
"2013","Ireland","Syria","Total","Total","221"
"2013","Greece","Reporting country","Total","Total","10,200,127"
"2013","Greece","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2013","Greece","Turkey","Total","Total",":"
"2013","Greece","Serbia","Total","Total",":"
"2013","Greece","Russia","Total","Total",":"
"2013","Greece","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2013","Greece","Eritrea","Total","Total",":"
"2013","Greece","Somalia","Total","Total",":"
"2013","Greece","Congo","Total","Total",":"
"2013","Greece","Guinea","Total","Total",":"
"2013","Greece","Nigeria","Total","Total",":"
"2013","Greece","China (including Hong Kong)","Total","Total",":"
"2013","Greece","Afghanistan","Total","Total",":"
"2013","Greece","Bangladesh","Total","Total",":"
"2013","Greece","Iran","Total","Total",":"
"2013","Greece","Pakistan","Total","Total",":"
"2013","Greece","Armenia","Total","Total",":"
"2013","Greece","Georgia","Total","Total",":"
"2013","Greece","Iraq","Total","Total",":"
"2013","Greece","Syria","Total","Total",":"
"2013","Spain","Reporting country","Total","Total","41,655,210"
"2013","Spain","Former Yugoslav Republic of Macedonia, the","Total","Total","563"
"2013","Spain","Turkey","Total","Total","3,124"
"2013","Spain","Serbia","Total","Total","3,173"
"2013","Spain","Russia","Total","Total","59,483"
"2013","Spain","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","0"
"2013","Spain","Eritrea","Total","Total","122"
"2013","Spain","Somalia","Total","Total","205"
"2013","Spain","Congo","Total","Total","1,954"
"2013","Spain","Guinea","Total","Total","10,304"
"2013","Spain","Nigeria","Total","Total","41,814"
"2013","Spain","China (including Hong Kong)","Total","Total","169,647"
"2013","Spain","Afghanistan","Total","Total","329"
"2013","Spain","Bangladesh","Total","Total","11,470"
"2013","Spain","Iran","Total","Total","3,179"
"2013","Spain","Pakistan","Total","Total","65,529"
"2013","Spain","Armenia","Total","Total","10,624"
"2013","Spain","Georgia","Total","Total","10,054"
"2013","Spain","Iraq","Total","Total","949"
"2013","Spain","Syria","Total","Total","2,722"
"2013","France","Reporting country","Total","Total","61,489,768"
"2013","France","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2013","France","Turkey","Total","Total",":"
"2013","France","Serbia","Total","Total",":"
"2013","France","Russia","Total","Total",":"
"2013","France","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2013","France","Eritrea","Total","Total",":"
"2013","France","Somalia","Total","Total",":"
"2013","France","Congo","Total","Total",":"
"2013","France","Guinea","Total","Total",":"
"2013","France","Nigeria","Total","Total",":"
"2013","France","China (including Hong Kong)","Total","Total",":"
"2013","France","Afghanistan","Total","Total",":"
"2013","France","Bangladesh","Total","Total",":"
"2013","France","Iran","Total","Total",":"
"2013","France","Pakistan","Total","Total",":"
"2013","France","Armenia","Total","Total",":"
"2013","France","Georgia","Total","Total",":"
"2013","France","Iraq","Total","Total",":"
"2013","France","Syria","Total","Total",":"
"2013","Croatia","Reporting country","Total","Total","4,232,080"
"2013","Croatia","Former Yugoslav Republic of Macedonia, the","Total","Total",":"
"2013","Croatia","Turkey","Total","Total",":"
"2013","Croatia","Serbia","Total","Total",":"
"2013","Croatia","Russia","Total","Total",":"
"2013","Croatia","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total",":"
"2013","Croatia","Eritrea","Total","Total",":"
"2013","Croatia","Somalia","Total","Total",":"
"2013","Croatia","Congo","Total","Total",":"
"2013","Croatia","Guinea","Total","Total",":"
"2013","Croatia","Nigeria","Total","Total",":"
"2013","Croatia","China (including Hong Kong)","Total","Total",":"
"2013","Croatia","Afghanistan","Total","Total",":"
"2013","Croatia","Bangladesh","Total","Total",":"
"2013","Croatia","Iran","Total","Total",":"
"2013","Croatia","Pakistan","Total","Total",":"
