"Percentage","Total","GEO","citizens_value","Unemployment","GDP_pc","CITIZEN","SEX","AGE"
" 6",955,"Germany",1663936,5.5,32600,"Turkey","Males","35-64"
"31",210,"Germany",1663936,5.5,32600,"Turkey","Males","14-17"
"14",450,"Germany",1663936,5.5,32600,"Turkey","Females","35-64"
"13",845,"Germany",1663936,5.5,32600,"Turkey","Females","18-34"
" 0",10,"Germany",1663936,5.5,32600,"Turkey","Males","65-..."
" 3",4340,"Germany",1663936,5.5,32600,"Turkey","Males","18-34"
"38",825,"Germany",1663936,5.5,32600,"Turkey","Males","0-14"
" 0",20,"Germany",1663936,5.5,32600,"Turkey","Females","65-..."
"40",125,"Germany",1663936,5.5,32600,"Turkey","Females","14-17"
"39",750,"Germany",1663936,5.5,32600,"Turkey","Females","0-14"
"33",270,"France",220750,9.8,31100,"Turkey","Males","0-14"
" 0",40,"France",220750,9.8,31100,"Turkey","Females","14-17"
"17",30,"France",220750,9.8,31100,"Turkey","Females","65-..."
" 0",5,"France",220750,9.8,31100,"Turkey","Males","65-..."
"36",220,"France",220750,9.8,31100,"Turkey","Females","0-14"
" 5",7830,"France",220750,9.8,31100,"Turkey","Males","18-34"
" 9",480,"France",220750,9.8,31100,"Turkey","Females","35-64"
" 8",2015,"France",220750,9.8,31100,"Turkey","Females","18-34"
" 7",2000,"France",220750,9.8,31100,"Turkey","Males","35-64"
" 0",60,"France",220750,9.8,31100,"Turkey","Males","14-17"
" 0",7495,"Germany",216628,5.5,32600,"Serbia","Males","0-14"
" 0",90,"Germany",216628,5.5,32600,"Serbia","Females","65-..."
" 0",6005,"Germany",216628,5.5,32600,"Serbia","Males","18-34"
" 0",1450,"Germany",216628,5.5,32600,"Serbia","Males","14-17"
" 1",4035,"Germany",216628,5.5,32600,"Serbia","Females","35-64"
" 0",95,"Germany",216628,5.5,32600,"Serbia","Males","65-..."
" 0",4340,"Germany",216628,5.5,32600,"Serbia","Males","35-64"
" 1",5675,"Germany",216628,5.5,32600,"Serbia","Females","18-34"
" 0",1215,"Germany",216628,5.5,32600,"Serbia","Females","14-17"
" 0",7355,"Germany",216628,5.5,32600,"Serbia","Females","0-14"
" 6",1630,"Germany",216583,5.5,32600,"Russia","Males","35-64"
" 9",3850,"Germany",216583,5.5,32600,"Russia","Males","0-14"
"10",1490,"Germany",216583,5.5,32600,"Russia","Females","35-64"
" 9",3645,"Germany",216583,5.5,32600,"Russia","Females","0-14"
" 7",2455,"Germany",216583,5.5,32600,"Russia","Females","18-34"
" 9",495,"Germany",216583,5.5,32600,"Russia","Males","14-17"
" 4",2655,"Germany",216583,5.5,32600,"Russia","Males","18-34"
"21",70,"Germany",216583,5.5,32600,"Russia","Females","65-..."
"10",390,"Germany",216583,5.5,32600,"Russia","Females","14-17"
" 0",25,"Germany",216583,5.5,32600,"Russia","Males","65-..."
"20",50,"Italy",213564,10.7,25700,"China","Females","35-64"
" 0",5,"Italy",213564,10.7,25700,"China","Males","0-14"
"27",55,"Italy",213564,10.7,25700,"China","Males","35-64"
" 0",5,"Italy",213564,10.7,25700,"China","Females","0-14"
"25",60,"Italy",213564,10.7,25700,"China","Males","18-34"
"50",40,"Italy",213564,10.7,25700,"China","Females","18-34"
"19",1990,"UnitedKingdom",184791,7.9,30200,"Pakistan","Males","0-14"
"17",1950,"UnitedKingdom",184791,7.9,30200,"Pakistan","Females","0-14"
"12",2650,"UnitedKingdom",184791,7.9,30200,"Pakistan","Males","35-64"
"33",105,"UnitedKingdom",184791,7.9,30200,"Pakistan","Females","65-..."
"28",180,"UnitedKingdom",184791,7.9,30200,"Pakistan","Males","65-..."
"25",300,"UnitedKingdom",184791,7.9,30200,"Pakistan","Females","14-17"
"20",2345,"UnitedKingdom",184791,7.9,30200,"Pakistan","Females","18-34"
"33",425,"UnitedKingdom",184791,7.9,30200,"Pakistan","Males","14-17"
"12",4510,"UnitedKingdom",184791,7.9,30200,"Pakistan","Males","18-34"
"19",1500,"UnitedKingdom",184791,7.9,30200,"Pakistan","Females","35-64"
" 0",10,"Spain",169647,24.8,22300,"China","Males","18-34"
" 0",5,"Spain",169647,24.8,22300,"China","Females","18-34"
" 0",5,"Spain",169647,24.8,22300,"China","Males","35-64"
" 0",15,"Spain",169647,24.8,22300,"China","Females","35-64"
"46",250,"Austria",113866,4.3,36400,"Turkey","Males","0-14"
" 8",330,"Austria",113866,4.3,36400,"Turkey","Males","35-64"
"60",25,"Austria",113866,4.3,36400,"Turkey","Males","14-17"
"25",20,"Austria",113866,4.3,36400,"Turkey","Females","14-17"
"20",205,"Austria",113866,4.3,36400,"Turkey","Females","18-34"
" 3",1205,"Austria",113866,4.3,36400,"Turkey","Males","18-34"
"48",210,"Austria",113866,4.3,36400,"Turkey","Females","0-14"
"24",105,"Austria",113866,4.3,36400,"Turkey","Females","35-64"
" 6",80,"Austria",111303,4.3,36400,"Serbia","Males","14-17"
"25",420,"Austria",111303,4.3,36400,"Serbia","Females","0-14"
"21",450,"Austria",111303,4.3,36400,"Serbia","Males","0-14"
" 3",430,"Austria",111303,4.3,36400,"Serbia","Males","35-64"
" 5",195,"Austria",111303,4.3,36400,"Serbia","Females","35-64"
" 1",845,"Austria",111303,4.3,36400,"Serbia","Males","18-34"
" 8",325,"Austria",111303,4.3,36400,"Serbia","Females","18-34"
" 8",60,"Austria",111303,4.3,36400,"Serbia","Females","14-17"
" 8",1135,"UnitedKingdom",108312,7.9,30200,"Nigeria","Males","18-34"
"12",730,"UnitedKingdom",108312,7.9,30200,"Nigeria","Males","0-14"
"12",1065,"UnitedKingdom",108312,7.9,30200,"Nigeria","Females","18-34"
"40",75,"UnitedKingdom",108312,7.9,30200,"Nigeria","Males","14-17"
"59",135,"UnitedKingdom",108312,7.9,30200,"Nigeria","Females","14-17"
"12",955,"UnitedKingdom",108312,7.9,30200,"Nigeria","Females","0-14"
" 5",990,"UnitedKingdom",108312,7.9,30200,"Nigeria","Males","35-64"
" 8",670,"UnitedKingdom",108312,7.9,30200,"Nigeria","Females","35-64"
"62",130,"UnitedKingdom",107596,7.9,30200,"China","Females","14-17"
"11",1595,"UnitedKingdom",107596,7.9,30200,"China","Males","18-34"
"14",1960,"UnitedKingdom",107596,7.9,30200,"China","Females","18-34"
"11",395,"UnitedKingdom",107596,7.9,30200,"China","Females","35-64"
"71",70,"UnitedKingdom",107596,7.9,30200,"China","Males","14-17"
"16",645,"UnitedKingdom",107596,7.9,30200,"China","Females","0-14"
"12",595,"UnitedKingdom",107596,7.9,30200,"China","Males","0-14"
" 8",710,"UnitedKingdom",107596,7.9,30200,"China","Males","35-64"
"67",15,"Germany",100354,5.5,32600,"China","Females","14-17"
" 0",20,"Germany",100354,5.5,32600,"China","Males","14-17"
"23",220,"Germany",100354,5.5,32600,"China","Males","0-14"
"17",545,"Germany",100354,5.5,32600,"China","Males","18-34"
"19",235,"Germany",100354,5.5,32600,"China","Females","35-64"
"23",320,"Germany",100354,5.5,32600,"China","Females","18-34"
"14",465,"Germany",100354,5.5,32600,"China","Males","35-64"
"31",180,"Germany",100354,5.5,32600,"China","Females","0-14"
"50",10,"Switzerland",98672,3,61900,"Serbia","Females","65-..."
"33",105,"Switzerland",98672,3,61900,"Serbia","Females","14-17"
"22",115,"Switzerland",98672,3,61900,"Serbia","Males","14-17"
"19",390,"Switzerland",98672,3,61900,"Serbia","Males","35-64"
" 0",5,"Switzerland",98672,3,61900,"Serbia","Males","65-..."
"31",680,"Switzerland",98672,3,61900,"Serbia","Females","0-14"
"32",720,"Switzerland",98672,3,61900,"Serbia","Males","0-14"
"24",475,"Switzerland",98672,3,61900,"Serbia","Females","18-34"
"15",620,"Switzerland",98672,3,61900,"Serbia","Males","18-34"
"27",310,"Switzerland",98672,3,61900,"Serbia","Females","35-64"
"79",5755,"Germany",91342,5.5,32600,"Iraq","Males","0-14"
"52",5090,"Germany",91342,5.5,32600,"Iraq","Females","18-34"
"87",155,"Germany",91342,5.5,32600,"Iraq","Males","65-..."
"67",2030,"Germany",91342,5.5,32600,"Iraq","Females","35-64"
"84",215,"Germany",91342,5.5,32600,"Iraq","Females","65-..."
"69",910,"Germany",91342,5.5,32600,"Iraq","Females","14-17"
"57",3005,"Germany",91342,5.5,32600,"Iraq","Males","35-64"
"52",12020,"Germany",91342,5.5,32600,"Iraq","Males","18-34"
"62",1640,"Germany",91342,5.5,32600,"Iraq","Males","14-17"
"81",5445,"Germany",91342,5.5,32600,"Iraq","Females","0-14"
" 0",5,"Estonia",90897,10,13000,"Russia","Males","35-64"
"100",5,"Estonia",90897,10,13000,"Russia","Males","18-34"
" 0",5,"Estonia",90897,10,13000,"Russia","Males","0-14"
" 0",5,"Italy",88507,10.7,25700,"Bangladesh","Females","0-14"
"25",20,"Italy",88507,10.7,25700,"Bangladesh","Males","0-14"
" 0",15,"Italy",88507,10.7,25700,"Bangladesh","Females","35-64"
"33",515,"Italy",88507,10.7,25700,"Bangladesh","Males","35-64"
"72",125,"Italy",88507,10.7,25700,"Bangladesh","Males","14-17"
"40",50,"Italy",88507,10.7,25700,"Bangladesh","Females","18-34"
"31",4170,"Italy",88507,10.7,25700,"Bangladesh","Males","18-34"
" 0",10,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Males","65-..."
"71",155,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Males","14-17"
"40",240,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Males","0-14"
"15",240,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Females","18-34"
" 3",1610,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Males","18-34"
" 1",695,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Males","35-64"
"56",45,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Females","14-17"
"13",155,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Females","0-14"
" 0",75,"UnitedKingdom",83019,7.9,30200,"Bangladesh","Females","35-64"
"57",35,"Netherlands",81934,5.3,35800,"Turkey","Females","0-14"
"17",150,"Netherlands",81934,5.3,35800,"Turkey","Males","35-64"
" 0",10,"Netherlands",81934,5.3,35800,"Turkey","Males","14-17"
"33",45,"Netherlands",81934,5.3,35800,"Turkey","Females","18-34"
"38",40,"Netherlands",81934,5.3,35800,"Turkey","Males","0-14"
"10",50,"Netherlands",81934,5.3,35800,"Turkey","Females","35-64"
" 0",5,"Netherlands",81934,5.3,35800,"Turkey","Females","14-17"
"16",225,"Netherlands",81934,5.3,35800,"Turkey","Males","18-34"
"62",40,"Italy",77485,10.7,25700,"Pakistan","Females","35-64"
"59",85,"Italy",77485,10.7,25700,"Pakistan","Males","0-14"
"50",70,"Italy",77485,10.7,25700,"Pakistan","Females","0-14"
"40",6725,"Italy",77485,10.7,25700,"Pakistan","Males","18-34"
"65",100,"Italy",77485,10.7,25700,"Pakistan","Males","14-17"
"41",1675,"Italy",77485,10.7,25700,"Pakistan","Males","35-64"
"60",100,"Italy",77485,10.7,25700,"Pakistan","Females","18-34"
"67",15,"Italy",77485,10.7,25700,"Pakistan","Females","14-17"
" 0",3165,"Germany",77200,5.5,32600,"Macedonia","Males","0-14"
" 0",2875,"Germany",77200,5.5,32600,"Macedonia","Females","0-14"
" 0",2280,"Germany",77200,5.5,32600,"Macedonia","Males","35-64"
" 0",1915,"Germany",77200,5.5,32600,"Macedonia","Females","35-64"
" 0",35,"Germany",77200,5.5,32600,"Macedonia","Females","65-..."
" 0",545,"Germany",77200,5.5,32600,"Macedonia","Females","14-17"
" 0",35,"Germany",77200,5.5,32600,"Macedonia","Males","65-..."
" 0",2495,"Germany",77200,5.5,32600,"Macedonia","Females","18-34"
" 0",705,"Germany",77200,5.5,32600,"Macedonia","Males","14-17"
" 0",2595,"Germany",77200,5.5,32600,"Macedonia","Males","18-34"
" 0",5,"Italy",74415,10.7,25700,"Macedonia","Males","14-17"
"60",25,"Italy",74415,10.7,25700,"Macedonia","Females","18-34"
"14",35,"Italy",74415,10.7,25700,"Macedonia","Males","0-14"
"33",30,"Italy",74415,10.7,25700,"Macedonia","Males","35-64"
"11",45,"Italy",74415,10.7,25700,"Macedonia","Males","18-34"
" 0",5,"Italy",74415,10.7,25700,"Macedonia","Females","14-17"
" 0",10,"Italy",74415,10.7,25700,"Macedonia","Females","35-64"
"18",55,"Italy",74415,10.7,25700,"Macedonia","Females","0-14"
"94",315,"Switzerland",70845,3,61900,"Turkey","Males","0-14"
"80",50,"Switzerland",70845,3,61900,"Turkey","Females","14-17"
"86",245,"Switzerland",70845,3,61900,"Turkey","Females","18-34"
"40",545,"Switzerland",70845,3,61900,"Turkey","Males","18-34"
"78",45,"Switzerland",70845,3,61900,"Turkey","Males","14-17"
"58",275,"Switzerland",70845,3,61900,"Turkey","Males","35-64"
"95",275,"Switzerland",70845,3,61900,"Turkey","Females","0-14"
"79",165,"Switzerland",70845,3,61900,"Turkey","Females","35-64"
"51",2550,"Germany",67197,5.5,32600,"Afghanistan","Females","18-34"
"52",2890,"Germany",67197,5.5,32600,"Afghanistan","Males","0-14"
"50",3355,"Germany",67197,5.5,32600,"Afghanistan","Males","14-17"
"81",270,"Germany",67197,5.5,32600,"Afghanistan","Females","65-..."
"71",240,"Germany",67197,5.5,32600,"Afghanistan","Males","65-..."
"26",8100,"Germany",67197,5.5,32600,"Afghanistan","Males","18-34"
"59",840,"Germany",67197,5.5,32600,"Afghanistan","Females","14-17"
"41",1770,"Germany",67197,5.5,32600,"Afghanistan","Males","35-64"
"54",2460,"Germany",67197,5.5,32600,"Afghanistan","Females","0-14"
"58",1460,"Germany",67197,5.5,32600,"Afghanistan","Females","35-64"
"60",25,"Spain",65529,24.8,22300,"Pakistan","Females","0-14"
"100",15,"Spain",65529,24.8,22300,"Pakistan","Females","18-34"
"100",5,"Spain",65529,24.8,22300,"Pakistan","Males","14-17"
"67",15,"Spain",65529,24.8,22300,"Pakistan","Females","35-64"
"67",15,"Spain",65529,24.8,22300,"Pakistan","Males","0-14"
"35",85,"Spain",65529,24.8,22300,"Pakistan","Males","35-64"
"27",185,"Spain",65529,24.8,22300,"Pakistan","Males","18-34"
"32",170,"France",64211,9.8,31100,"China","Females","0-14"
" 0",15,"France",64211,9.8,31100,"China","Females","65-..."
"50",60,"France",64211,9.8,31100,"China","Males","14-17"
"30",215,"France",64211,9.8,31100,"China","Males","0-14"
" 4",3460,"France",64211,9.8,31100,"China","Females","35-64"
" 0",15,"France",64211,9.8,31100,"China","Males","65-..."
"11",2305,"France",64211,9.8,31100,"China","Males","35-64"
"21",2345,"France",64211,9.8,31100,"China","Males","18-34"
"56",45,"France",64211,9.8,31100,"China","Females","14-17"
"16",1990,"France",64211,9.8,31100,"China","Females","18-34"
" 5",275,"Switzerland",61668,3,61900,"Macedonia","Males","0-14"
" 5",200,"Switzerland",61668,3,61900,"Macedonia","Males","35-64"
" 0",155,"Switzerland",61668,3,61900,"Macedonia","Females","35-64"
" 7",225,"Switzerland",61668,3,61900,"Macedonia","Females","0-14"
" 0",35,"Switzerland",61668,3,61900,"Macedonia","Females","14-17"
" 0",250,"Switzerland",61668,3,61900,"Macedonia","Males","18-34"
" 0",55,"Switzerland",61668,3,61900,"Macedonia","Males","14-17"
" 7",225,"Switzerland",61668,3,61900,"Macedonia","Females","18-34"
"55",355,"Germany",61612,5.5,32600,"Iran","Males","14-17"
"60",870,"Germany",61612,5.5,32600,"Iran","Females","0-14"
"47",85,"Germany",61612,5.5,32600,"Iran","Males","65-..."
"38",80,"Germany",61612,5.5,32600,"Iran","Females","65-..."
"49",4470,"Germany",61612,5.5,32600,"Iran","Males","18-34"
"61",205,"Germany",61612,5.5,32600,"Iran","Females","14-17"
"55",2575,"Germany",61612,5.5,32600,"Iran","Males","35-64"
"62",1070,"Germany",61612,5.5,32600,"Iran","Males","0-14"
"60",2210,"Germany",61612,5.5,32600,"Iran","Females","18-34"
"59",1615,"Germany",61612,5.5,32600,"Iran","Females","35-64"
"14",35,"Spain",59483,24.8,22300,"Russia","Males","0-14"
"18",55,"Spain",59483,24.8,22300,"Russia","Females","18-34"
" 0",25,"Spain",59483,24.8,22300,"Russia","Females","0-14"
" 0",5,"Spain",59483,24.8,22300,"Russia","Females","14-17"
"29",70,"Spain",59483,24.8,22300,"Russia","Males","18-34"
" 0",55,"Spain",59483,24.8,22300,"Russia","Females","35-64"
"15",100,"Spain",59483,24.8,22300,"Russia","Males","35-64"
" 0",10,"Spain",59483,24.8,22300,"Russia","Males","14-17"
"36",13305,"Italy",56640,10.7,25700,"Nigeria","Males","18-34"
"27",6925,"Italy",56640,10.7,25700,"Nigeria","Females","18-34"
"47",275,"Italy",56640,10.7,25700,"Nigeria","Females","35-64"
"54",335,"Italy",56640,10.7,25700,"Nigeria","Females","0-14"
"33",75,"Italy",56640,10.7,25700,"Nigeria","Females","14-17"
"41",1495,"Italy",56640,10.7,25700,"Nigeria","Males","35-64"
"34",175,"Italy",56640,10.7,25700,"Nigeria","Males","14-17"
"57",395,"Italy",56640,10.7,25700,"Nigeria","Males","0-14"
"81",180,"UnitedKingdom",56027,7.9,30200,"Somalia","Males","14-17"
"67",60,"UnitedKingdom",56027,7.9,30200,"Somalia","Males","65-..."
"69",475,"UnitedKingdom",56027,7.9,30200,"Somalia","Females","0-14"
"50",515,"UnitedKingdom",56027,7.9,30200,"Somalia","Males","35-64"
"61",445,"UnitedKingdom",56027,7.9,30200,"Somalia","Females","35-64"
"55",190,"UnitedKingdom",56027,7.9,30200,"Somalia","Females","65-..."
"43",1445,"UnitedKingdom",56027,7.9,30200,"Somalia","Males","18-34"
"88",245,"UnitedKingdom",56027,7.9,30200,"Somalia","Females","14-17"
"55",1335,"UnitedKingdom",56027,7.9,30200,"Somalia","Females","18-34"
"76",350,"UnitedKingdom",56027,7.9,30200,"Somalia","Males","0-14"
"38",80,"UnitedKingdom",49122,7.9,30200,"Russia","Males","0-14"
" 0",15,"UnitedKingdom",49122,7.9,30200,"Russia","Females","14-17"
"33",15,"UnitedKingdom",49122,7.9,30200,"Russia","Males","14-17"
"19",80,"UnitedKingdom",49122,7.9,30200,"Russia","Females","35-64"
"29",70,"UnitedKingdom",49122,7.9,30200,"Russia","Females","0-14"
"30",135,"UnitedKingdom",49122,7.9,30200,"Russia","Males","18-34"
"42",95,"UnitedKingdom",49122,7.9,30200,"Russia","Females","18-34"
"26",95,"UnitedKingdom",49122,7.9,30200,"Russia","Males","35-64"
"86",1645,"Germany",43994,5.5,32600,"Syria","Females","35-64"
"84",580,"Germany",43994,5.5,32600,"Syria","Females","14-17"
"83",2655,"Germany",43994,5.5,32600,"Syria","Males","35-64"
"82",2755,"Germany",43994,5.5,32600,"Syria","Females","0-14"
"80",3125,"Germany",43994,5.5,32600,"Syria","Males","0-14"
"80",2940,"Germany",43994,5.5,32600,"Syria","Females","18-34"
"91",165,"Germany",43994,5.5,32600,"Syria","Males","65-..."
"85",680,"Germany",43994,5.5,32600,"Syria","Males","14-17"
"92",200,"Germany",43994,5.5,32600,"Syria","Females","65-..."
"77",6590,"Germany",43994,5.5,32600,"Syria","Males","18-34"
"47",2180,"Sweden",43234,8,42800,"Iraq","Females","18-34"
"53",320,"Sweden",43234,8,42800,"Iraq","Females","14-17"
"32",4295,"Sweden",43234,8,42800,"Iraq","Males","35-64"
"40",955,"Sweden",43234,8,42800,"Iraq","Males","14-17"
"18",8935,"Sweden",43234,8,42800,"Iraq","Males","18-34"
"45",320,"Sweden",43234,8,42800,"Iraq","Males","65-..."
"42",1400,"Sweden",43234,8,42800,"Iraq","Females","0-14"
"40",1510,"Sweden",43234,8,42800,"Iraq","Males","0-14"
"63",420,"Sweden",43234,8,42800,"Iraq","Females","65-..."
"49",2140,"Sweden",43234,8,42800,"Iraq","Females","35-64"
"60",25,"France",42399,9.8,31100,"Congo","Females","14-17"
" 7",810,"France",42399,9.8,31100,"Congo","Males","35-64"
" 0",5,"France",42399,9.8,31100,"Congo","Males","65-..."
"47",95,"France",42399,9.8,31100,"Congo","Females","0-14"
"10",1170,"France",42399,9.8,31100,"Congo","Females","18-34"
" 7",1410,"France",42399,9.8,31100,"Congo","Males","18-34"
"58",95,"France",42399,9.8,31100,"Congo","Males","0-14"
"50",20,"France",42399,9.8,31100,"Congo","Males","14-17"
"11",520,"France",42399,9.8,31100,"Congo","Females","35-64"
" 0",40,"Spain",41814,24.8,22300,"Nigeria","Females","35-64"
" 0",85,"Spain",41814,24.8,22300,"Nigeria","Males","0-14"
" 0",1200,"Spain",41814,24.8,22300,"Nigeria","Females","18-34"
" 0",765,"Spain",41814,24.8,22300,"Nigeria","Males","18-34"
" 0",195,"Spain",41814,24.8,22300,"Nigeria","Males","35-64"
" 0",90,"Spain",41814,24.8,22300,"Nigeria","Females","0-14"
"45",100,"Italy",41678,10.7,25700,"Serbia","Females","35-64"
" 0",5,"Italy",41678,10.7,25700,"Serbia","Males","65-..."
"30",285,"Italy",41678,10.7,25700,"Serbia","Males","0-14"
"38",40,"Italy",41678,10.7,25700,"Serbia","Males","14-17"
"38",210,"Italy",41678,10.7,25700,"Serbia","Females","18-34"
"27",55,"Italy",41678,10.7,25700,"Serbia","Females","14-17"
"25",255,"Italy",41678,10.7,25700,"Serbia","Females","0-14"
"43",305,"Italy",41678,10.7,25700,"Serbia","Males","18-34"
"45",145,"Italy",41678,10.7,25700,"Serbia","Males","35-64"
" 0",10,"UnitedKingdom",41621,7.9,30200,"Macedonia","Males","0-14"
" 0",15,"UnitedKingdom",41621,7.9,30200,"Macedonia","Males","18-34"
"23",300,"Belgium",39228,7.6,34000,"Turkey","Males","35-64"
"33",30,"Belgium",39228,7.6,34000,"Turkey","Males","14-17"
"25",100,"Belgium",39228,7.6,34000,"Turkey","Females","35-64"
"23",215,"Belgium",39228,7.6,34000,"Turkey","Females","18-34"
" 0",25,"Belgium",39228,7.6,34000,"Turkey","Females","14-17"
"24",105,"Belgium",39228,7.6,34000,"Turkey","Females","0-14"
"16",905,"Belgium",39228,7.6,34000,"Turkey","Males","18-34"
"17",145,"Belgium",39228,7.6,34000,"Turkey","Males","0-14"
"44",340,"Germany",38028,5.5,32600,"Pakistan","Males","0-14"
"13",3620,"Germany",38028,5.5,32600,"Pakistan","Males","18-34"
"43",70,"Germany",38028,5.5,32600,"Pakistan","Females","65-..."
"20",150,"Germany",38028,5.5,32600,"Pakistan","Males","14-17"
"24",1105,"Germany",38028,5.5,32600,"Pakistan","Males","35-64"
"36",375,"Germany",38028,5.5,32600,"Pakistan","Females","18-34"
"40",275,"Germany",38028,5.5,32600,"Pakistan","Females","35-64"
"46",335,"Germany",38028,5.5,32600,"Pakistan","Females","0-14"
"33",60,"Germany",38028,5.5,32600,"Pakistan","Females","14-17"
"57",35,"Germany",38028,5.5,32600,"Pakistan","Males","65-..."
" 0",5,"Latvia",36147,15,10900,"Russia","Females","0-14"
" 0",5,"Latvia",36147,15,10900,"Russia","Males","0-14"
" 0",10,"Latvia",36147,15,10900,"Russia","Males","35-64"
" 0",5,"UnitedKingdom",36093,7.9,30200,"Turkey","Males","65-..."
"50",110,"UnitedKingdom",36093,7.9,30200,"Turkey","Males","14-17"
" 0",20,"UnitedKingdom",36093,7.9,30200,"Turkey","Females","14-17"
"19",130,"UnitedKingdom",36093,7.9,30200,"Turkey","Females","18-34"
"14",450,"UnitedKingdom",36093,7.9,30200,"Turkey","Males","18-34"
"22",45,"UnitedKingdom",36093,7.9,30200,"Turkey","Females","35-64"
"17",175,"UnitedKingdom",36093,7.9,30200,"Turkey","Males","35-64"
" 0",55,"UnitedKingdom",36093,7.9,30200,"Turkey","Females","0-14"
"14",35,"UnitedKingdom",36093,7.9,30200,"Turkey","Males","0-14"
"85",270,"Sweden",36068,8,42800,"Somalia","Females","65-..."
"38",9845,"Sweden",36068,8,42800,"Somalia","Males","18-34"
"81",1785,"Sweden",36068,8,42800,"Somalia","Males","0-14"
"79",260,"Sweden",36068,8,42800,"Somalia","Males","65-..."
"90",775,"Sweden",36068,8,42800,"Somalia","Females","14-17"
"75",1385,"Sweden",36068,8,42800,"Somalia","Males","14-17"
"71",5805,"Sweden",36068,8,42800,"Somalia","Females","18-34"
"82",1555,"Sweden",36068,8,42800,"Somalia","Females","35-64"
"57",2360,"Sweden",36068,8,42800,"Somalia","Males","35-64"
"84",1685,"Sweden",36068,8,42800,"Somalia","Females","0-14"
"32",315,"Finland",30183,7.7,35500,"Russia","Males","0-14"
"33",15,"Finland",30183,7.7,35500,"Russia","Females","14-17"
"30",265,"Finland",30183,7.7,35500,"Russia","Females","0-14"
"31",145,"Finland",30183,7.7,35500,"Russia","Females","35-64"
" 0",5,"Finland",30183,7.7,35500,"Russia","Males","65-..."
" 0",5,"Finland",30183,7.7,35500,"Russia","Females","65-..."
"22",250,"Finland",30183,7.7,35500,"Russia","Males","35-64"
"27",310,"Finland",30183,7.7,35500,"Russia","Males","18-34"
"29",245,"Finland",30183,7.7,35500,"Russia","Females","18-34"
"40",25,"Finland",30183,7.7,35500,"Russia","Males","14-17"
"43",35,"CzechRepublic",29958,7,14600,"Russia","Females","0-14"
"36",55,"CzechRepublic",29958,7,14600,"Russia","Females","35-64"
"50",10,"CzechRepublic",29958,7,14600,"Russia","Males","14-17"
" 9",55,"CzechRepublic",29958,7,14600,"Russia","Males","35-64"
"12",40,"CzechRepublic",29958,7,14600,"Russia","Females","18-34"
"31",65,"CzechRepublic",29958,7,14600,"Russia","Males","18-34"
" 0",5,"CzechRepublic",29958,7,14600,"Russia","Females","14-17"
"62",40,"CzechRepublic",29958,7,14600,"Russia","Males","0-14"
"50",10,"Italy",29654,10.7,25700,"Russia","Males","0-14"
"33",15,"Italy",29654,10.7,25700,"Russia","Females","0-14"
"50",30,"Italy",29654,10.7,25700,"Russia","Females","18-34"
"40",25,"Italy",29654,10.7,25700,"Russia","Males","18-34"
"60",25,"Italy",29654,10.7,25700,"Russia","Females","35-64"
"33",30,"Italy",29654,10.7,25700,"Russia","Males","35-64"
" 0",5,"Denmark",28755,7.5,43900,"Turkey","Females","0-14"
" 0",20,"Denmark",28755,7.5,43900,"Turkey","Males","35-64"
" 0",10,"Denmark",28755,7.5,43900,"Turkey","Females","18-34"
" 0",5,"Denmark",28755,7.5,43900,"Turkey","Females","35-64"
" 0",5,"Denmark",28755,7.5,43900,"Turkey","Males","0-14"
" 0",30,"Denmark",28755,7.5,43900,"Turkey","Males","18-34"
"42",4900,"Austria",27173,4.3,36400,"Russia","Males","0-14"
"16",1675,"Austria",27173,4.3,36400,"Russia","Females","35-64"
"24",350,"Austria",27173,4.3,36400,"Russia","Females","14-17"
"17",2540,"Austria",27173,4.3,36400,"Russia","Females","18-34"
"43",4795,"Austria",27173,4.3,36400,"Russia","Females","0-14"
" 0",30,"Austria",27173,4.3,36400,"Russia","Males","65-..."
"20",430,"Austria",27173,4.3,36400,"Russia","Males","14-17"
"11",2565,"Austria",27173,4.3,36400,"Russia","Males","18-34"
"20",100,"Austria",27173,4.3,36400,"Russia","Females","65-..."
"16",1410,"Austria",27173,4.3,36400,"Russia","Males","35-64"
"44",195,"Netherlands",25906,5.3,35800,"China","Females","35-64"
"46",65,"Netherlands",25906,5.3,35800,"China","Males","14-17"
"33",60,"Netherlands",25906,5.3,35800,"China","Females","14-17"
"75",80,"Netherlands",25906,5.3,35800,"China","Males","0-14"
"37",645,"Netherlands",25906,5.3,35800,"China","Males","18-34"
"46",445,"Netherlands",25906,5.3,35800,"China","Females","18-34"
"73",75,"Netherlands",25906,5.3,35800,"China","Females","0-14"
"29",340,"Netherlands",25906,5.3,35800,"China","Males","35-64"
"17",150,"Germany",22689,5.5,32600,"Nigeria","Females","35-64"
"10",260,"Germany",22689,5.5,32600,"Nigeria","Males","0-14"
" 3",1550,"Germany",22689,5.5,32600,"Nigeria","Males","18-34"
