"Percentage","Total","GEO","citizens_value","Unemployment","GDP_pc","CITIZEN","SEX","AGE"
"58",190,"France",1648,9.8,31100,"Afghanistan","Females","18-34"
"50",10,"France",1648,9.8,31100,"Afghanistan","Females","65-..."
"50",10,"France",1648,9.8,31100,"Afghanistan","Males","65-..."
"29",140,"Portugal",1603,15.8,15600,"Guinea","Males","18-34"
" 0",5,"Portugal",1603,15.8,15600,"Guinea","Females","14-17"
"100",5,"Portugal",1603,15.8,15600,"Guinea","Females","0-14"
"60",25,"Portugal",1603,15.8,15600,"Guinea","Females","18-34"
" 0",15,"Portugal",1603,15.8,15600,"Guinea","Males","35-64"
" 0",25,"Portugal",1603,15.8,15600,"Guinea","Males","14-17"
"100",5,"Switzerland",1588,3,61900,"Bangladesh","Females","35-64"
"67",15,"Switzerland",1588,3,61900,"Bangladesh","Females","0-14"
" 8",65,"Switzerland",1588,3,61900,"Bangladesh","Males","18-34"
"29",35,"Switzerland",1588,3,61900,"Bangladesh","Males","35-64"
"33",15,"Switzerland",1588,3,61900,"Bangladesh","Males","0-14"
" 0",5,"Switzerland",1588,3,61900,"Bangladesh","Females","18-34"
" 0",10,"Romania",1460,7,6600,"Serbia","Males","18-34"
" 0",5,"Romania",1460,7,6600,"Serbia","Males","35-64"
" 0",10,"Finland",1439,7.7,35500,"Pakistan","Females","0-14"
" 0",10,"Finland",1439,7.7,35500,"Pakistan","Females","35-64"
" 0",10,"Finland",1439,7.7,35500,"Pakistan","Females","18-34"
"100",5,"Finland",1439,7.7,35500,"Pakistan","Males","0-14"
"33",15,"Finland",1439,7.7,35500,"Pakistan","Males","35-64"
" 0",15,"Finland",1439,7.7,35500,"Pakistan","Males","18-34"
"29",35,"Finland",1355,7.7,35500,"Bangladesh","Males","18-34"
" 0",15,"Finland",1355,7.7,35500,"Bangladesh","Males","35-64"
"100",15,"Romania",1343,7,6600,"Iraq","Females","35-64"
"90",50,"Romania",1343,7,6600,"Iraq","Males","0-14"
"100",5,"Romania",1343,7,6600,"Iraq","Males","14-17"
"62",40,"Romania",1343,7,6600,"Iraq","Females","0-14"
"71",35,"Romania",1343,7,6600,"Iraq","Females","18-34"
"82",85,"Romania",1343,7,6600,"Iraq","Males","35-64"
"38",145,"Romania",1343,7,6600,"Iraq","Males","18-34"
" 0",10,"Sweden",1309,8,42800,"Armenia","Females","65-..."
" 8",180,"Sweden",1309,8,42800,"Armenia","Males","35-64"
" 9",230,"Sweden",1309,8,42800,"Armenia","Males","0-14"
" 7",290,"Sweden",1309,8,42800,"Armenia","Females","18-34"
" 2",205,"Sweden",1309,8,42800,"Armenia","Females","0-14"
" 0",50,"Sweden",1309,8,42800,"Armenia","Males","14-17"
"10",150,"Sweden",1309,8,42800,"Armenia","Females","35-64"
" 4",375,"Sweden",1309,8,42800,"Armenia","Males","18-34"
" 0",5,"Sweden",1309,8,42800,"Armenia","Males","65-..."
" 0",35,"Sweden",1309,8,42800,"Armenia","Females","14-17"
" 0",30,"Ireland",1199,14.7,35700,"Somalia","Females","0-14"
"22",135,"Ireland",1199,14.7,35700,"Somalia","Males","18-34"
" 0",40,"Ireland",1199,14.7,35700,"Somalia","Males","0-14"
" 0",15,"Ireland",1199,14.7,35700,"Somalia","Males","14-17"
"33",15,"Ireland",1199,14.7,35700,"Somalia","Females","14-17"
"50",20,"Ireland",1199,14.7,35700,"Somalia","Females","35-64"
"17",90,"Ireland",1199,14.7,35700,"Somalia","Females","18-34"
"17",30,"Ireland",1199,14.7,35700,"Somalia","Males","35-64"
" 0",175,"Hungary",1164,10.9,9800,"Nigeria","Males","18-34"
" 0",10,"Hungary",1164,10.9,9800,"Nigeria","Males","14-17"
" 0",35,"Hungary",1164,10.9,9800,"Nigeria","Males","35-64"
" 0",20,"Hungary",1164,10.9,9800,"Nigeria","Females","18-34"
" 0",25,"Romania",1128,7,6600,"Iran","Males","35-64"
" 0",5,"Romania",1128,7,6600,"Iran","Males","0-14"
"75",20,"Romania",1128,7,6600,"Iran","Males","18-34"
" 0",15,"Ireland",1122,14.7,35700,"Iraq","Males","14-17"
" 0",5,"Ireland",1122,14.7,35700,"Iraq","Males","65-..."
"56",45,"Ireland",1122,14.7,35700,"Iraq","Males","0-14"
"35",85,"Ireland",1122,14.7,35700,"Iraq","Males","35-64"
"50",30,"Ireland",1122,14.7,35700,"Iraq","Females","0-14"
"20",175,"Ireland",1122,14.7,35700,"Iraq","Males","18-34"
"62",40,"Ireland",1122,14.7,35700,"Iraq","Females","35-64"
"100",5,"Ireland",1122,14.7,35700,"Iraq","Females","65-..."
"33",45,"Ireland",1122,14.7,35700,"Iraq","Females","18-34"
" 0",5,"Bulgaria",1108,12.3,5500,"Armenia","Males","14-17"
" 0",50,"Bulgaria",1108,12.3,5500,"Armenia","Males","35-64"
" 0",5,"Bulgaria",1108,12.3,5500,"Armenia","Females","14-17"
" 0",65,"Bulgaria",1108,12.3,5500,"Armenia","Females","35-64"
" 0",65,"Bulgaria",1108,12.3,5500,"Armenia","Males","18-34"
" 0",30,"Bulgaria",1108,12.3,5500,"Armenia","Females","18-34"
" 0",30,"CzechRepublic",1054,7,14600,"Turkey","Males","14-17"
" 0",25,"CzechRepublic",1054,7,14600,"Turkey","Females","18-34"
" 0",35,"CzechRepublic",1054,7,14600,"Turkey","Males","0-14"
" 0",30,"CzechRepublic",1054,7,14600,"Turkey","Females","0-14"
" 0",195,"CzechRepublic",1054,7,14600,"Turkey","Males","18-34"
" 0",5,"CzechRepublic",1054,7,14600,"Turkey","Females","14-17"
" 0",20,"CzechRepublic",1054,7,14600,"Turkey","Males","35-64"
" 0",5,"CzechRepublic",1054,7,14600,"Turkey","Females","35-64"
"28",1125,"Hungary",1042,10.9,9800,"Afghanistan","Males","18-34"
"67",15,"Hungary",1042,10.9,9800,"Afghanistan","Females","14-17"
"68",155,"Hungary",1042,10.9,9800,"Afghanistan","Males","14-17"
"43",175,"Hungary",1042,10.9,9800,"Afghanistan","Males","0-14"
"43",115,"Hungary",1042,10.9,9800,"Afghanistan","Females","18-34"
" 0",5,"Hungary",1042,10.9,9800,"Afghanistan","Males","65-..."
"35",115,"Hungary",1042,10.9,9800,"Afghanistan","Males","35-64"
"38",130,"Hungary",1042,10.9,9800,"Afghanistan","Females","0-14"
"50",40,"Hungary",1042,10.9,9800,"Afghanistan","Females","35-64"
" 0",5,"Ireland",1030,14.7,35700,"Turkey","Males","18-34"
" 0",275,"Norway",1026,3.2,77500,"Nigeria","Males","35-64"
"100",5,"Norway",1026,3.2,77500,"Nigeria","Males","14-17"
"15",170,"Norway",1026,3.2,77500,"Nigeria","Males","0-14"
" 6",405,"Norway",1026,3.2,77500,"Nigeria","Females","18-34"
"16",220,"Norway",1026,3.2,77500,"Nigeria","Females","0-14"
" 0",40,"Norway",1026,3.2,77500,"Nigeria","Females","35-64"
" 0",1175,"Norway",1026,3.2,77500,"Nigeria","Males","18-34"
" 0",20,"Poland",1007,10.1,9900,"China","Males","18-34"
" 0",5,"Poland",1007,10.1,9900,"China","Males","35-64"
"100",5,"Poland",1007,10.1,9900,"China","Females","18-34"
" 0",55,"Denmark",1006,7.5,43900,"Nigeria","Males","35-64"
" 0",5,"Denmark",1006,7.5,43900,"Nigeria","Females","0-14"
" 0",55,"Denmark",1006,7.5,43900,"Nigeria","Females","18-34"
" 0",10,"Denmark",1006,7.5,43900,"Nigeria","Males","0-14"
" 0",115,"Denmark",1006,7.5,43900,"Nigeria","Males","18-34"
"75",20,"Spain",949,24.8,22300,"Iraq","Females","0-14"
" 0",5,"Spain",949,24.8,22300,"Iraq","Males","14-17"
"42",60,"Spain",949,24.8,22300,"Iraq","Males","18-34"
"80",25,"Spain",949,24.8,22300,"Iraq","Females","35-64"
" 0",5,"Spain",949,24.8,22300,"Iraq","Males","65-..."
"60",25,"Spain",949,24.8,22300,"Iraq","Males","0-14"
" 0",5,"Spain",949,24.8,22300,"Iraq","Females","65-..."
" 0",5,"Spain",949,24.8,22300,"Iraq","Females","14-17"
"50",40,"Spain",949,24.8,22300,"Iraq","Males","35-64"
"50",20,"Spain",949,24.8,22300,"Iraq","Females","18-34"
"14",35,"Ireland",915,14.7,35700,"Iran","Males","35-64"
" 0",5,"Ireland",915,14.7,35700,"Iran","Males","14-17"
"12",120,"Ireland",915,14.7,35700,"Iran","Males","18-34"
" 0",15,"Ireland",915,14.7,35700,"Iran","Females","35-64"
" 0",15,"Ireland",915,14.7,35700,"Iran","Males","0-14"
" 0",20,"Ireland",915,14.7,35700,"Iran","Females","18-34"
"11",45,"Netherlands",894,5.3,35800,"Armenia","Females","14-17"
"14",185,"Netherlands",894,5.3,35800,"Armenia","Females","0-14"
" 0",30,"Netherlands",894,5.3,35800,"Armenia","Females","65-..."
"16",95,"Netherlands",894,5.3,35800,"Armenia","Males","14-17"
" 0",20,"Netherlands",894,5.3,35800,"Armenia","Males","65-..."
"12",465,"Netherlands",894,5.3,35800,"Armenia","Females","18-34"
"16",335,"Netherlands",894,5.3,35800,"Armenia","Males","35-64"
"17",265,"Netherlands",894,5.3,35800,"Armenia","Males","0-14"
"10",500,"Netherlands",894,5.3,35800,"Armenia","Males","18-34"
"16",350,"Netherlands",894,5.3,35800,"Armenia","Females","35-64"
" 0",25,"Slovakia",875,14,13200,"China","Males","18-34"
" 0",20,"Slovakia",875,14,13200,"China","Males","35-64"
" 0",5,"Slovakia",875,14,13200,"China","Females","18-34"
" 0",105,"Netherlands",856,5.3,35800,"Macedonia","Males","35-64"
" 0",110,"Netherlands",856,5.3,35800,"Macedonia","Females","18-34"
" 0",90,"Netherlands",856,5.3,35800,"Macedonia","Females","35-64"
" 0",125,"Netherlands",856,5.3,35800,"Macedonia","Males","0-14"
" 0",25,"Netherlands",856,5.3,35800,"Macedonia","Males","14-17"
" 0",130,"Netherlands",856,5.3,35800,"Macedonia","Females","0-14"
" 0",20,"Netherlands",856,5.3,35800,"Macedonia","Females","14-17"
" 0",140,"Netherlands",856,5.3,35800,"Macedonia","Males","18-34"
"12",40,"Switzerland",847,3,61900,"Guinea","Males","14-17"
" 2",985,"Switzerland",847,3,61900,"Guinea","Males","18-34"
"50",20,"Switzerland",847,3,61900,"Guinea","Females","0-14"
"67",15,"Switzerland",847,3,61900,"Guinea","Females","18-34"
" 0",45,"Switzerland",847,3,61900,"Guinea","Males","35-64"
"50",20,"Switzerland",847,3,61900,"Guinea","Males","0-14"
"86",35,"Netherlands",846,5.3,35800,"Syria","Males","65-..."
"82",435,"Netherlands",846,5.3,35800,"Syria","Females","18-34"
"78",1070,"Netherlands",846,5.3,35800,"Syria","Males","18-34"
"89",90,"Netherlands",846,5.3,35800,"Syria","Males","14-17"
"82",385,"Netherlands",846,5.3,35800,"Syria","Males","0-14"
"86",35,"Netherlands",846,5.3,35800,"Syria","Females","65-..."
"92",60,"Netherlands",846,5.3,35800,"Syria","Females","14-17"
"81",635,"Netherlands",846,5.3,35800,"Syria","Males","35-64"
"79",335,"Netherlands",846,5.3,35800,"Syria","Females","35-64"
"83",325,"Netherlands",846,5.3,35800,"Syria","Females","0-14"
" 0",5,"Slovenia",844,8.9,17200,"Russia","Males","35-64"
" 0",10,"Slovenia",844,8.9,17200,"Russia","Males","18-34"
" 0",5,"Slovenia",844,8.9,17200,"Russia","Males","0-14"
" 0",5,"Slovenia",844,8.9,17200,"Russia","Females","18-34"
"55",1310,"Netherlands",838,5.3,35800,"Somalia","Males","35-64"
"72",90,"Netherlands",838,5.3,35800,"Somalia","Females","65-..."
"71",70,"Netherlands",838,5.3,35800,"Somalia","Males","65-..."
"40",6320,"Netherlands",838,5.3,35800,"Somalia","Males","18-34"
"93",3005,"Netherlands",838,5.3,35800,"Somalia","Males","0-14"
"94",2950,"Netherlands",838,5.3,35800,"Somalia","Females","0-14"
"78",1280,"Netherlands",838,5.3,35800,"Somalia","Males","14-17"
"71",980,"Netherlands",838,5.3,35800,"Somalia","Females","35-64"
"68",3985,"Netherlands",838,5.3,35800,"Somalia","Females","18-34"
"92",895,"Netherlands",838,5.3,35800,"Somalia","Females","14-17"
"11",45,"Finland",832,7.7,35500,"Serbia","Males","35-64"
"14",35,"Finland",832,7.7,35500,"Serbia","Females","35-64"
" 0",45,"Finland",832,7.7,35500,"Serbia","Females","0-14"
" 0",65,"Finland",832,7.7,35500,"Serbia","Males","0-14"
" 0",5,"Finland",832,7.7,35500,"Serbia","Males","65-..."
" 8",65,"Finland",832,7.7,35500,"Serbia","Females","18-34"
" 0",5,"Finland",832,7.7,35500,"Serbia","Females","14-17"
" 6",90,"Finland",832,7.7,35500,"Serbia","Males","18-34"
" 0",5,"Finland",832,7.7,35500,"Serbia","Males","14-17"
" 0",10,"Bulgaria",804,12.3,5500,"China","Males","18-34"
" 0",5,"Bulgaria",804,12.3,5500,"China","Females","35-64"
" 0",5,"Denmark",802,7.5,43900,"Bangladesh","Females","0-14"
" 0",30,"Denmark",802,7.5,43900,"Bangladesh","Males","35-64"
" 4",125,"Denmark",802,7.5,43900,"Bangladesh","Males","18-34"
"71",205,"Norway",795,3.2,77500,"Syria","Females","18-34"
"100",5,"Norway",795,3.2,77500,"Syria","Males","65-..."
"69",290,"Norway",795,3.2,77500,"Syria","Males","35-64"
"51",660,"Norway",795,3.2,77500,"Syria","Males","18-34"
"52",165,"Norway",795,3.2,77500,"Syria","Males","0-14"
"100",5,"Norway",795,3.2,77500,"Syria","Females","65-..."
"67",45,"Norway",795,3.2,77500,"Syria","Males","14-17"
"60",25,"Norway",795,3.2,77500,"Syria","Females","14-17"
"69",160,"Norway",795,3.2,77500,"Syria","Females","0-14"
"59",85,"Norway",795,3.2,77500,"Syria","Females","35-64"
"95",95,"Bulgaria",792,12.3,5500,"Syria","Males","14-17"
"100",15,"Bulgaria",792,12.3,5500,"Syria","Females","65-..."
"100",295,"Bulgaria",792,12.3,5500,"Syria","Females","0-14"
"86",245,"Bulgaria",792,12.3,5500,"Syria","Males","35-64"
"98",260,"Bulgaria",792,12.3,5500,"Syria","Females","18-34"
"67",15,"Bulgaria",792,12.3,5500,"Syria","Males","65-..."
"97",315,"Bulgaria",792,12.3,5500,"Syria","Males","0-14"
"91",55,"Bulgaria",792,12.3,5500,"Syria","Females","14-17"
"91",770,"Bulgaria",792,12.3,5500,"Syria","Males","18-34"
"97",150,"Bulgaria",792,12.3,5500,"Syria","Females","35-64"
" 5",185,"Denmark",788,7.5,43900,"Serbia","Males","35-64"
" 0",140,"Denmark",788,7.5,43900,"Serbia","Females","35-64"
" 7",220,"Denmark",788,7.5,43900,"Serbia","Males","18-34"
" 5",205,"Denmark",788,7.5,43900,"Serbia","Females","18-34"
" 0",50,"Denmark",788,7.5,43900,"Serbia","Females","14-17"
" 0",55,"Denmark",788,7.5,43900,"Serbia","Males","14-17"
" 6",255,"Denmark",788,7.5,43900,"Serbia","Males","0-14"
" 4",240,"Denmark",788,7.5,43900,"Serbia","Females","0-14"
"62",185,"Hungary",786,10.9,9800,"Syria","Males","18-34"
" 0",10,"Hungary",786,10.9,9800,"Syria","Females","18-34"
"33",15,"Hungary",786,10.9,9800,"Syria","Males","0-14"
"64",55,"Hungary",786,10.9,9800,"Syria","Males","35-64"
"100",5,"Hungary",786,10.9,9800,"Syria","Females","35-64"
"50",10,"Hungary",786,10.9,9800,"Syria","Females","0-14"
" 0",5,"Hungary",786,10.9,9800,"Syria","Males","14-17"
"36",320,"France",764,9.8,31100,"Somalia","Females","18-34"
"45",110,"France",764,9.8,31100,"Somalia","Females","35-64"
"100",5,"France",764,9.8,31100,"Somalia","Females","14-17"
"60",25,"France",764,9.8,31100,"Somalia","Males","14-17"
"37",315,"France",764,9.8,31100,"Somalia","Males","35-64"
"30",1350,"France",764,9.8,31100,"Somalia","Males","18-34"
"63",95,"France",764,9.8,31100,"Somalia","Males","0-14"
"75",60,"France",764,9.8,31100,"Somalia","Females","0-14"
"33",15,"France",764,9.8,31100,"Somalia","Females","65-..."
" 0",30,"Belgium",757,7.6,34000,"Congo","Females","18-34"
" 0",25,"Belgium",757,7.6,34000,"Congo","Males","35-64"
" 0",45,"Belgium",757,7.6,34000,"Congo","Males","18-34"
" 0",10,"Belgium",757,7.6,34000,"Congo","Females","35-64"
" 0",5,"Belgium",757,7.6,34000,"Congo","Males","0-14"
"67",30,"Italy",720,10.7,25700,"Armenia","Males","0-14"
"57",35,"Italy",720,10.7,25700,"Armenia","Females","35-64"
" 0",5,"Italy",720,10.7,25700,"Armenia","Males","14-17"
"38",40,"Italy",720,10.7,25700,"Armenia","Females","18-34"
"50",30,"Italy",720,10.7,25700,"Armenia","Males","35-64"
"36",55,"Italy",720,10.7,25700,"Armenia","Males","18-34"
"40",25,"Italy",720,10.7,25700,"Armenia","Females","0-14"
" 0",5,"Slovakia",716,14,13200,"Serbia","Males","35-64"
" 0",10,"Slovakia",716,14,13200,"Serbia","Males","18-34"
" 0",5,"Slovakia",716,14,13200,"Serbia","Males","0-14"
" 0",10,"Switzerland",708,3,61900,"Congo","Males","18-34"
" 0",5,"Switzerland",708,3,61900,"Congo","Females","18-34"
" 0",10,"Switzerland",708,3,61900,"Congo","Males","35-64"
" 0",5,"Switzerland",708,3,61900,"Congo","Females","0-14"
"100",10,"Switzerland",708,3,61900,"Congo","Males","0-14"
" 0",10,"CzechRepublic",697,7,14600,"Georgia","Females","18-34"
"14",35,"CzechRepublic",697,7,14600,"Georgia","Males","18-34"
" 0",40,"CzechRepublic",697,7,14600,"Georgia","Males","35-64"
" 0",35,"Poland",672,10.1,9900,"Turkey","Males","18-34"
" 0",15,"Poland",672,10.1,9900,"Turkey","Males","35-64"
" 0",25,"Romania",668,7,6600,"Russia","Males","18-34"
" 0",185,"Sweden",659,8,42800,"Georgia","Females","18-34"
" 0",880,"Sweden",659,8,42800,"Georgia","Males","18-34"
" 0",15,"Sweden",659,8,42800,"Georgia","Males","14-17"
" 0",25,"Sweden",659,8,42800,"Georgia","Females","14-17"
" 1",415,"Sweden",659,8,42800,"Georgia","Males","35-64"
" 5",100,"Sweden",659,8,42800,"Georgia","Males","0-14"
" 4",120,"Sweden",659,8,42800,"Georgia","Females","35-64"
" 0",90,"Sweden",659,8,42800,"Georgia","Females","0-14"
" 0",35,"Norway",657,3.2,77500,"Macedonia","Males","35-64"
" 0",50,"Norway",657,3.2,77500,"Macedonia","Males","18-34"
" 0",20,"Norway",657,3.2,77500,"Macedonia","Females","35-64"
" 0",30,"Norway",657,3.2,77500,"Macedonia","Females","0-14"
" 0",30,"Norway",657,3.2,77500,"Macedonia","Females","18-34"
" 0",5,"Norway",657,3.2,77500,"Macedonia","Males","14-17"
" 0",30,"Norway",657,3.2,77500,"Macedonia","Males","0-14"
" 0",5,"Norway",657,3.2,77500,"Macedonia","Females","14-17"
" 0",40,"Switzerland",657,3,61900,"Armenia","Females","18-34"
" 0",5,"Switzerland",657,3,61900,"Armenia","Males","14-17"
"20",25,"Switzerland",657,3,61900,"Armenia","Females","0-14"
" 6",80,"Switzerland",657,3,61900,"Armenia","Males","18-34"
" 0",40,"Switzerland",657,3,61900,"Armenia","Males","0-14"
"33",30,"Switzerland",657,3,61900,"Armenia","Females","35-64"
" 9",55,"Switzerland",657,3,61900,"Armenia","Males","35-64"
"63",95,"Bulgaria",654,12.3,5500,"Iraq","Females","35-64"
"70",50,"Bulgaria",654,12.3,5500,"Iraq","Males","14-17"
"100",20,"Bulgaria",654,12.3,5500,"Iraq","Males","0-14"
"100",15,"Bulgaria",654,12.3,5500,"Iraq","Females","65-..."
"50",280,"Bulgaria",654,12.3,5500,"Iraq","Males","35-64"
"63",135,"Bulgaria",654,12.3,5500,"Iraq","Females","18-34"
"50",30,"Bulgaria",654,12.3,5500,"Iraq","Females","14-17"
"80",25,"Bulgaria",654,12.3,5500,"Iraq","Males","65-..."
"41",875,"Bulgaria",654,12.3,5500,"Iraq","Males","18-34"
"50",20,"Bulgaria",654,12.3,5500,"Iraq","Females","0-14"
"60",25,"CzechRepublic",599,7,14600,"Syria","Males","0-14"
"80",25,"CzechRepublic",599,7,14600,"Syria","Females","0-14"
" 0",5,"CzechRepublic",599,7,14600,"Syria","Males","14-17"
"100",5,"CzechRepublic",599,7,14600,"Syria","Males","65-..."
"100",5,"CzechRepublic",599,7,14600,"Syria","Females","65-..."
"60",25,"CzechRepublic",599,7,14600,"Syria","Females","18-34"
"67",30,"CzechRepublic",599,7,14600,"Syria","Males","35-64"
"50",10,"CzechRepublic",599,7,14600,"Syria","Females","35-64"
"53",85,"CzechRepublic",599,7,14600,"Syria","Males","18-34"
" 0",55,"Ireland",598,14.7,35700,"Georgia","Females","35-64"
" 0",50,"Ireland",598,14.7,35700,"Georgia","Females","18-34"
" 0",25,"Ireland",598,14.7,35700,"Georgia","Females","0-14"
" 0",120,"Ireland",598,14.7,35700,"Georgia","Males","18-34"
" 0",85,"Ireland",598,14.7,35700,"Georgia","Males","35-64"
" 0",25,"Ireland",598,14.7,35700,"Georgia","Males","0-14"
" 0",35,"CzechRepublic",574,7,14600,"Nigeria","Males","35-64"
" 0",50,"CzechRepublic",574,7,14600,"Nigeria","Females","18-34"
" 0",55,"CzechRepublic",574,7,14600,"Nigeria","Males","18-34"
" 0",5,"Hungary",566,10.9,9800,"Iraq","Females","18-34"
"56",45,"Hungary",566,10.9,9800,"Iraq","Males","35-64"
"41",110,"Hungary",566,10.9,9800,"Iraq","Males","18-34"
"100",5,"Hungary",566,10.9,9800,"Iraq","Females","35-64"
"40",25,"Hungary",566,10.9,9800,"Iraq","Males","0-14"
"100",5,"Hungary",566,10.9,9800,"Iraq","Males","14-17"
" 0",5,"Spain",563,24.8,22300,"Macedonia","Males","0-14"
" 0",5,"Spain",563,24.8,22300,"Macedonia","Females","0-14"
" 0",5,"Spain",563,24.8,22300,"Macedonia","Females","18-34"
" 0",5,"Spain",563,24.8,22300,"Macedonia","Males","35-64"
" 0",5,"Spain",563,24.8,22300,"Macedonia","Males","18-34"
" 0",25,"Netherlands",551,5.3,35800,"Georgia","Females","14-17"
" 0",30,"Netherlands",551,5.3,35800,"Georgia","Males","14-17"
" 0",90,"Netherlands",551,5.3,35800,"Georgia","Females","35-64"
" 0",5,"Netherlands",551,5.3,35800,"Georgia","Females","65-..."
" 0",680,"Netherlands",551,5.3,35800,"Georgia","Males","18-34"
" 4",125,"Netherlands",551,5.3,35800,"Georgia","Males","0-14"
" 0",105,"Netherlands",551,5.3,35800,"Georgia","Females","0-14"
" 0",285,"Netherlands",551,5.3,35800,"Georgia","Males","35-64"
" 3",190,"Netherlands",551,5.3,35800,"Georgia","Females","18-34"
" 0",5,"Switzerland",542,3,61900,"Georgia","Males","14-17"
" 0",90,"Switzerland",542,3,61900,"Georgia","Females","18-34"
" 0",60,"Switzerland",542,3,61900,"Georgia","Males","0-14"
" 0",450,"Switzerland",542,3,61900,"Georgia","Males","35-64"
" 0",1385,"Switzerland",542,3,61900,"Georgia","Males","18-34"
"12",40,"Switzerland",542,3,61900,"Georgia","Females","35-64"
" 0",35,"Switzerland",542,3,61900,"Georgia","Females","0-14"
" 0",30,"Romania",539,7,6600,"Pakistan","Males","14-17"
" 2",485,"Romania",539,7,6600,"Pakistan","Males","18-34"
" 0",65,"Romania",539,7,6600,"Pakistan","Males","35-64"
" 0",5,"Netherlands",534,5.3,35800,"Bangladesh","Females","18-34"
"100",5,"Netherlands",534,5.3,35800,"Bangladesh","Females","0-14"
" 6",90,"Netherlands",534,5.3,35800,"Bangladesh","Males","18-34"
" 0",20,"Netherlands",534,5.3,35800,"Bangladesh","Males","35-64"
" 0",10,"Netherlands",534,5.3,35800,"Bangladesh","Males","14-17"
"55",200,"Netherlands",488,5.3,35800,"Congo","Females","18-34"
"89",45,"Netherlands",488,5.3,35800,"Congo","Females","14-17"
"92",65,"Netherlands",488,5.3,35800,"Congo","Males","0-14"
"60",50,"Netherlands",488,5.3,35800,"Congo","Females","35-64"
"67",30,"Netherlands",488,5.3,35800,"Congo","Males","14-17"
"19",80,"Netherlands",488,5.3,35800,"Congo","Males","35-64"
"34",220,"Netherlands",488,5.3,35800,"Congo","Males","18-34"
"79",70,"Netherlands",488,5.3,35800,"Congo","Females","0-14"
" 0",20,"CzechRepublic",485,7,14600,"Pakistan","Males","18-34"
" 0",5,"CzechRepublic",485,7,14600,"Pakistan","Males","35-64"
" 0",140,"Norway",470,3.2,77500,"Bangladesh","Males","35-64"
" 0",40,"Norway",470,3.2,77500,"Bangladesh","Females","0-14"
" 0",40,"Norway",470,3.2,77500,"Bangladesh","Males","0-14"
" 0",10,"Norway",470,3.2,77500,"Bangladesh","Females","35-64"
" 0",5,"Norway",470,3.2,77500,"Bangladesh","Males","14-17"
" 0",155,"Norway",470,3.2,77500,"Bangladesh","Males","18-34"
" 0",35,"Norway",470,3.2,77500,"Bangladesh","Females","18-34"
" 0",5,"Hungary",455,10.9,9800,"Somalia","Females","0-14"
"89",45,"Hungary",455,10.9,9800,"Somalia","Females","18-34"
"80",25,"Hungary",455,10.9,9800,"Somalia","Males","35-64"
"91",270,"Hungary",455,10.9,9800,"Somalia","Males","18-34"
"100",5,"Hungary",455,10.9,9800,"Somalia","Females","14-17"
"100",35,"Hungary",455,10.9,9800,"Somalia","Males","14-17"
"100",5,"Hungary",455,10.9,9800,"Somalia","Females","35-64"
"100",5,"Portugal",447,15.8,15600,"Iran","Females","18-34"
" 0",10,"Ireland",440,14.7,35700,"Afghanistan","Females","18-34"
" 0",10,"Ireland",440,14.7,35700,"Afghanistan","Males","0-14"
"100",5,"Ireland",440,14.7,35700,"Afghanistan","Females","0-14"
"17",30,"Ireland",440,14.7,35700,"Afghanistan","Males","35-64"
" 0",25,"Ireland",440,14.7,35700,"Afghanistan","Males","14-17"
" 8",320,"Ireland",440,14.7,35700,"Afghanistan","Males","18-34"
"58",485,"Netherlands",425,5.3,35800,"Guinea","Females","18-34"
" 0",15,"Netherlands",425,5.3,35800,"Guinea","Females","35-64"
"67",75,"Netherlands",425,5.3,35800,"Guinea","Males","0-14"
"53",75,"Netherlands",425,5.3,35800,"Guinea","Females","14-17"
"14",35,"Netherlands",425,5.3,35800,"Guinea","Males","35-64"
"14",660,"Netherlands",425,5.3,35800,"Guinea","Males","18-34"
"19",105,"Netherlands",425,5.3,35800,"Guinea","Males","14-17"
"80",75,"Netherlands",425,5.3,35800,"Guinea","Females","0-14"
"100",10,"CzechRepublic",417,7,14600,"Iraq","Males","0-14"
"67",15,"CzechRepublic",417,7,14600,"Iraq","Males","35-64"
"100",10,"CzechRepublic",417,7,14600,"Iraq","Females","18-34"
"100",5,"CzechRepublic",417,7,14600,"Iraq","Females","0-14"
"100",5,"CzechRepublic",417,7,14600,"Iraq","Females","35-64"
"60",25,"CzechRepublic",417,7,14600,"Iraq","Males","18-34"
" 0",10,"Sweden",397,8,42800,"Congo","Males","35-64"
" 0",20,"Sweden",397,8,42800,"Congo","Females","18-34"
" 0",25,"Sweden",397,8,42800,"Congo","Males","18-34"
" 0",5,"Ireland",392,14.7,35700,"Serbia","Males","35-64"
" 0",5,"Ireland",392,14.7,35700,"Serbia","Males","0-14"
" 0",5,"Ireland",392,14.7,35700,"Serbia","Females","0-14"
" 0",10,"Ireland",392,14.7,35700,"Serbia","Females","18-34"
" 0",20,"Ireland",392,14.7,35700,"Serbia","Males","18-34"
"50",10,"CzechRepublic",353,7,14600,"Afghanistan","Males","0-14"
"57",35,"CzechRepublic",353,7,14600,"Afghanistan","Males","18-34"
" 0",5,"CzechRepublic",353,7,14600,"Afghanistan","Males","14-17"
" 0",10,"CzechRepublic",353,7,14600,"Afghanistan","Males","35-64"
"50",10,"CzechRepublic",353,7,14600,"Afghanistan","Females","0-14"
"100",5,"CzechRepublic",353,7,14600,"Afghanistan","Females","18-34"
